,Unnamed: 0.1,Unnamed: 0,Question,Answer,keywords,count
45,45,45,Q[쿠페이] 결제한도가 있나요?,"쿠페이 계좌이체의 한도는 은행별로 다르며 신용카드는 1회 결제 한도가 없습니다.
또한 쿠페이 결제(간편결제) 이체/결제한도는 고객님 계좌의 이체한도 또는 카드 결제한도와는 무관합니다. 상세 내용은 아래와 같습니다. 
 쿠페이 계좌이체
• 농협/하나/토스/씨티은행 : 1일 최대 200만원 
• 카카오뱅크/국민/신한/기업은행 : 1회 최대 200만원 (1일 최대 한도 없음)
• 그 외 은행 : 없음
 쿠페이 신용카드 
• 1회 결제 한도 없음 
 쿠페이 머니
• 1회 최대 200만원까지 충전(계좌 미등록 시 최대 50만원) 및 사용이 가능합니다.",ORDER,0
46,46,46,Q[쿠페이] 결제 시 별도 수수료가 발생하나요?,"쿠페이 결제 자체에는 별도 수수료가 발생하지 않습니다. 
 단 일부 결제수단의 경우 카드사/금융사 정책에 따라 결제 시 수수료가 발생할 수 있습니다. (예 : 해외카드 결제 시 해외 결제 수수료 발생 등) 자세한 문의는 각 카드사 및 금융사로 문의해 주시기 바랍니다.",ORDER,0
47,47,47,Q[쿠페이] 결제 시 공인인증서가 필요한가요?,쿠페이 결제 시에는 공인인증서 및 보안카드/OTP기기가 필요 없습니다. 쿠페이는 미리 등록한 비밀번호를 입력하면 빠르게 결제가 완료됩니다.,ORDER,0
48,48,48,Q[쿠페이] 쿠페이 결제 비밀번호를 잊어버렸는데 어떻게 해야 하나요?,"쿠페이 결제 비밀번호를 잊어버린 경우 본인 인증 과정을 거쳐 비밀번호를 초기화하고 새로운 비밀번호를 설정해야 합니다. 아래의 경로를 따라 쿠페이 홈으로 이동하여 비밀번호 초기화를 진행해 주시기 바랍니다.
 쿠페이 결제 비밀번호 초기화하기
PC : 마이쿠팡 → 결제수단∙쿠페이 관리 → 비밀번호 초기화
모바일 : 마이쿠팡 → 결제수단∙쿠페이 → 결제 비밀번호∙보안 설정 → 비밀번호 초기화",ORDER,0
49,49,49,Q[비회원 주문] 가입하지 않고 주문할 수 있나요?,아니요. 쿠팡은 회원 가입을 해야만 주문이 가능합니다. 회원으로 가입하면 상품 구매가 가능하고 다양한 할인 이벤트와 할인 쿠폰 등을 경험할 수 있습니다.,ORDER,0
50,50,50,Q[주문] 전화로도 주문할 수 있나요?,아니요. 쿠팡은 전자상거래 업체로 PC 웹사이트와 모바일 앱으로 주문할 수 있습니다.,ORDER,0
51,51,51,Q[결제수단] 폰뱅킹으로 입금할 수 있나요?,"네 무통장입금을 결제수단으로 선택하면 폰뱅킹으로 결제(입금)가 가능합니다.
 유의사항
• 폰뱅킹을 이용하기 위해서는 해당 은행 폰뱅킹 서비스에 등록되어 있어야 합니다. 
• 폰뱅킹 입금 후 약 10~20분 뒤 입금 확인이 가능합니다.
• 입금 기한 내에 입금하지 않으면 주문은 자동으로 취소됩니다.",ORDER,0
52,52,52,Q[주문] 크롬 브라우저에서도 주문/결제가 가능한가요?,네 크롬 브라우저에서도 주문과 결제가 가능합니다.,ORDER,0
53,53,53,Q[결제수단] 문화상품권으로 결제할 수 있나요?,아니요. 문화상품권을 이용한 결제 서비스는 지원하지 않습니다.,ORDER,0
54,54,54,Q[결제수단] 결제방법에 실시간 계좌이체가 확인되지 않아요.,쿠팡에서 제공한 실시간 계좌이체 서비스는 2017년 1월 13일부로 종료되었습니다. [마이쿠팡 → 결제수단∙쿠페이]에서 계좌를 결제수단으로 등록하면 더 편리하게 이용할 수 있습니다.,ORDER,0
55,55,55,Q[무통장 입금] 무통장입금은 무엇이며 결제는 어떻게 하나요?,"무통장입금은 주문 시 발급받은 일회성 가상계좌로 결제금액을 입금하는 결제 방법으로 주문할 때마다 새로운 계좌번호가 발급됩니다. 주문 시 주문/결제페이지에서 다음의 경로를 선택하면 무통장입금으로 결제를 할 수 있습니다. 
 PC 웹사이트
① 결제방법에서 [무통장입금(가상계좌)] 클릭
② 입금은행 선택하기
③ 결제하기 클릭
 모바일 앱
① 결제수단 클릭
② 계좌이체/무통장입금 클릭
③ 입금은행 선택 후 선택완료 클릭
④ 결제하기 클릭
⑤ 하단 [무통장입급(가상계좌)으로 결제] 클릭
⑥ 팝업창에서 [무통장입금] 클릭
 단 입금은행 선택 시 일부 은행은 선택이 불가합니다. 
 결제 방법은 발급받은 가상계좌로 은행창구 ATM기기 계좌이체 폰뱅킹 인터넷뱅킹 등을 통해 입금하시면 됩니다. 입금자 이름과 상관없이 금액만 일치하면 정상적으로 입금 처리가 완료됩니다.
 무통장입금 가상계좌는 주문 완료 후 [주문완료] 페이지에서 확인이 가능하며 주문 시 입력한 휴대폰 번호로도 문자 메시지가 발송됩니다. 만약 가상계좌 정보를 분실했다면 [마이쿠팡 → 주문목록 → 상품선택 → 주문 상세보기]를 클릭한 후 계좌정보를 확인할 수 있습니다. (은행명 예금주 계좌번호 입금기한 입금 대기금액)
 무통장입금 결제 시 유의사항
• 주문 후 입금기한(24시간) 이내에 입금하지 않으면 주문은 자동으로 취소됩니다. 단 24시간 이내 판매가 종료되는 상품인 경우에는 판매 종료시간까지 입금하셔야 합니다.
• 일부 상품(여행 숙박 순금 등)은 무통장입금으로 구매가 불가할 수 있습니다.",ORDER,0
56,56,56,Q[무통장 입금] 무통장입금이 가능한 은행은 어떻게 되나요?,"무통장입금 결제가 가능한 은행은 다음과 같습니다.
 농협은행 국민은행 신한은행 우리은행 KEB하나은행 SC제일은행 기업은행 우체국 대구은행 부산은행 경남은행 광주은행 수협은행",ORDER,0
57,57,57,Q[무통장 입금] 무통장입금을 했는데 입금확인은 언제 되나요?,무통장입금(가상계좌)으로 입금한 경우 약 10분 이내로 입금 내역이 확인됩니다. 입금이 완료되면 고객님께 문자 메시지 또는 모바일 앱 알림이 발송됩니다. 입금 후 1시간 뒤에도 주문 내역에서 ‘입금대기중’ 상태가 지속되면 쿠팡 고객센터(1577-7011)로 연락 주시기 바랍니다.,ORDER,0
58,58,58,Q[무통장 입금] 무통장입금으로 주문했는데 다른 은행으로 변경할 수 있나요?,"주문완료 이후에는 다른 은행으로 변경할 수 없습니다.
다른 은행으로의 입금을 원하신다면 주문취소 후 다시 주문하여 주시기 바랍니다.",ORDER,0
59,59,59,Q[무통장 입금] 무통장입금은 주문 후 언제까지 입금해야 하나요?,"무통장입금은 주문완료 후 24시간 이내 입금해야 합니다.
입금기한 내 입금확인이 되지 않은 주문 건은 자동 취소됩니다.
※ 주문완료 후 24시간 이내 입금해야 하며 입금기한 내 입금확인이 되지 않은 주문은 자동 취소됩니다.  단 24시간 이내 판매가 종료되는 상품인 경우 판매종료시간까지 입금하셔야 합니다.
※ 반드시 주문금액과 동일한 금액으로 입금해 주시기 바랍니다.",ORDER,0
60,60,60,Q[무통장 입금] 무통장입금 시 일회성 계좌가 아닌 전용(고정)계좌를 발급받을 수는 없나요?,"고객님의 소중한 금융정보 보호를 위해 전용(고정)계좌가 아닌 일회성 가상계좌를 사용하고 있습니다.
무통장입금으로 주문하시면 주문번호 별로 일회성 가상계좌가 발급되며 해당 주문 건에만 사용 가능하므로 
전용(고정)계좌에 비해 해킹이나 정보유출의 위험성이 더 적어 안전합니다.",ORDER,0
61,61,61,Q[무통장 입금] 무통장입금할 때 거래불가라고 입금할 수가 없습니다.,"무통장입금 시 거래불가로 입금할 수 없다면 아래 항목을 확인하여 주시기 바랍니다.
 1. 쿠팡의 가상계좌는 일회성입니다.
입금을 시도하려는 주문의 가상계좌와 동일한지 확인해 주시기 바랍니다.
 2. 주문금액과 입금금액이 동일해야 합니다.
1개의 가상계좌로 여러 개의 주문금액을 입금하실 수 없으며 구매금액과 정확히 일치해야 입금이 가능합니다.
 3. 가상계좌의 입금기한은 주문완료 후 24시간 이내입니다.
입금기한이 경과되었는지 확인 바랍니다.
단 주문한 상품 중 판매종료 시간이 24시간 이내일 경우 입금기한은 해당 상품의 판매종료 시간입니다.
 4. ATM기기에서는 100원 단위 입금이 불가능합니다.
은행 창구 또는 통장 및 카드를 이용하여 가상계좌로 계좌이체를 해야 합니다.
 5. 은행별로 가상계좌로 입금이 불가능한 경우가 있습니다.
은행 창구 혹은 계좌이체를 이용해 주시기 바랍니다.",ORDER,0
62,62,62,Q[무통장 입금] 여러 개의 상품을 구매 후 무통장입금 계좌로 한꺼번에 입금해도 되나요?,"아니요. 여러 개의 상품을 각각 주문하여 여러 개의 주문번호가 생성되었다면 각 주문에 생성된 가상계좌로 무통장 입금을 해야 합니다. 주문별 가상계좌는 [마이쿠팡 → 주문목록 → 주문 상세보기]에서 [입금계좌]를 확인할 수 있습니다.
 하나의 가상계좌로 한꺼번에 입금을 원하시면 구매하려는 상품을 장바구니에 모두 담아 한 번에 주문해 주시기 바랍니다.",ORDER,0
63,63,63,Q[무통장 입금] 무통장입금으로 주문할 수 없는 상품도 있나요?,네 구매 당일 사용하는 티켓 상품 기프트카드 선물하기 상품 등 일부 상품은 무통장입금(가상계좌)으로 결제가 불가합니다. 결제 단계에서 무통장입금 옵션이 노출되지 않는다면 무통장입금으로 주문이 불가한 상품입니다. 이 경우 다른 결제수단을 이용하여 주문해 주시기 바랍니다.,ORDER,0
64,64,64,Q[무통장 입금] 입금대기중 상태란 무엇인가요?,무통장입금을 선택하여 주문 후 아직 입금하지 않은 상태를 의미합니다. 주문 시 발급받은 일회성 가상계좌로 주문 금액을 입금해야 상태가 결제완료로 변경되고 상품 배송이 시작됩니다. 입금 기한 내 입금하지 않으면 주문은 자동으로 취소됩니다.,ORDER,0
65,65,65,Q[신용카드] 결제가 가능한 신용카드는 어떻게 되나요?,"결제가 가능한 카드는 다음과 같습니다. 
삼성 롯데 KB국민 신한 하나 BC 현대 우리 NH농협 씨티 카카오뱅크 토스뱅크 기타 은행/증권 카드 등
 참고사항
• 우체국카드 KDB산업은행카드 현대증권카드 등 일부 체크카드는 할부 결제가 불가합니다.
• 해외에서 발급받은 카드 중 Visa Mastercard JCB 본인 명의 카드는 쿠페이에 등록하여 쿠페이 결제만 가능합니다.
• 우체국 광주 등의 은행 및 증권카드는 [기타(은행/증권)카드]를 선택하셔야 결제가 가능합니다.",ORDER,0
66,66,66,Q[안심클릭] 안심클릭 서비스란 무엇인가요?,인터넷 쇼핑 시 고객님의 카드에 미리 설정한 전자상거래용 별도 비밀번호를 입력하여 카드 사용자 본인을 확인함으로써 온라인상에서 카드의 무단 도용을 방지하는 서비스입니다. 카드사별로 이용 방법이 상이하므로 자세한 내용은 사용하는 카드사로 문의해 주시기 바랍니다.,ORDER,0
67,67,67,Q[결제수단] 인터넷안전결제(ISP) 서비스란 무엇인가요?,인터넷안전결제(ISP)란 카드 결제 시 카드번호를 직접 입력하지 않고 카드사에서 발급하는 가상의 인터넷안전결제(ISP) 비밀번호만으로 안전한 전자상거래를 할 수 있는 서비스입니다. 단 거래 금액이 30만원 이상일 때에는 공인 인증 과정이 필요합니다. 카드사별로 인터넷안전결제(ISP) 지원 여부가 상이하므로 자세한 내용은 사용하는 카드사로 문의해 주시기 바랍니다.,ORDER,0
68,68,68,Q[휴대폰 결제] 휴대폰 결제 시 인증번호가 오지 않습니다.,휴대폰 결제 시 인증번호가 문자로 오지 않는다면 고객님의 휴대폰 단말기 또는 통신사의 차단 번호와 스팸 문자함을 확인해 주시기 바랍니다. 여기에서도 확인되지 않는다면 이용 중인 휴대폰 통신사 고객센터로 문의해 주세요.,ORDER,0
69,69,69,Q[휴대폰 결제] 휴대폰 결제 시 미납으로 결제가 안된다고 합니다.,통신사 요금의 미납과 체납 상태인 경우 휴대폰 소액결제 이용이 불가합니다. 자세한 내용은 가입하신 통신사 고객센터로 연락하여 확인해 주시기 바랍니다. 또한 통신사에 미납 요금을 수납했더라도 휴대폰 결제 서비스를 지원하는 결제대행사(예: 다날 KG모빌리언스 갤럭시아머니트리 등)에서 미납 상태를 해제하지 않은 경우 이용이 불가할 수 있습니다. 이 경우 수납일부터 영업일 기준 1~2일 정도 기다려 주시거나 결제대행사 고객센터로 연락하여 미납 상태의 해제를 요청해 주세요.,ORDER,0
70,70,70,Q[휴대폰결제] 휴대폰 결제 시 한도 초과로 결제가 안된다고 합니다.,이는 통신사에 정한 휴대폰 소액결제의 월 누적 결제 한도가 초과된 경우입니다. 휴대폰 소액결제 이용 한도는 이용하시는 통신사로 직접 문의해 주시기 바랍니다.,ORDER,0
71,71,71,Q[휴대폰결제 소액결제] 알뜰폰은 휴대폰 소액 결제를 사용할 수 있나요?,알뜰폰 사업자 중 KCT와 헬로모바일은 휴대폰 결제 페이지의 이동통신사 선택란에서 각 통신사를 선택하여 결제를 할 수 있습니다. 그 외 알뜰폰 사업자는 쿠팡 소액결제 지원 여부가 상이하므로 결제 서비스 이용에 대한 자세한 문의는 사용하는 이동통신사 고객센터로 문의해 주시기 바랍니다.,ORDER,0
72,72,72,Q[주문확인] 주문한 내역은 어디에서 확인하나요?,"주문 내역은 마이쿠팡 주문목록에서 직접 확인할 수 있습니다.
 주문 내역 확인하기
① 마이쿠팡 → [주문목록] 이동
② 해당하는 상품의 주문 내역 확인 
 단 주문 내역을 이미 삭제한 경우 쿠팡에 등록된 고객님의 이메일 메일함을 확인해 보시기 바랍니다. 주문 내역은 주문 일자에 고객님의 이메일로도 발송됩니다. 그럼에도 확인되지 않는다면 쿠팡 고객센터(1577-7011)로 연락 주시기 바랍니다.",ORDER,0
73,73,73,Q[주문] 최소 판매수량이 충족되지 않으면 어떻게 되나요?,"판매 기간 동안 최소 판매수량이 충족되지 않은 경우 주문은 자동으로 취소됩니다. (예: 여행 상품에서 최소 출발 인원수만큼 판매되지 않은 경우 등) 
 주문이 취소되면 최초 결제수단으로 환불이 진행되며 취소 및 환불 내역은 마이쿠팡에서 확인이 가능합니다. 
 단 무통장 입금으로 결제한 경우 환불받을 계좌 정보를 등록해 주셔야 합니다. (무통장 환불 계좌정보 등록 바로가기)",ORDER,0
74,74,74,Q[주문] 한 사람이 구매할 수 있는 수량에 제한이 있나요?,네 각 상품마다 1인 최대 구매 수량이 있습니다. 그 수량은 상품마다 다르며 구매 옵션에서 확인할 수 있습니다.,ORDER,0
75,75,75,Q[장바구니] 장바구니란 무엇인가요?,장바구니란 마음에 드는 상품을 담아 두었다가 한 번에 구매할 수 있는 저장 공간입니다. 상품의 상세페이지에서 [장바구니 담기]를 선택하여 최대 70개까지의 상품을 보관할 수 있습니다. 장바구니에 담긴 상품은 품절 또는 판매 종료 전까지 보관되며 선택 구매 및 삭제도 가능합니다. 단 상품권은 장바구니 기능이 적용되지 않습니다.,ORDER,0
76,76,76,Q[장바구니] 장바구니에 담아둔 상품이 사라졌습니다.,장바구니에 담은 상품이 품절되거나 판매기간이 종료되어 더 이상 구매하실 수 없는 경우 자동으로 장바구니에서 삭제됩니다.,ORDER,0
77,77,77,Q[장바구니] 장바구니에 담은 상품은 어디에서 확인할 수 있나요?,"사용하는 기기에 따라 다음의 위치에서 확인할 수 있습니다.
 • 모바일 : 하단 메뉴바의 가장 오른쪽 [장바구니] (카트 모양 아이콘) 
• PC : 메인 화면 오른쪽 상단의 [장바구니]",ORDER,0
78,78,78,Q[주문] 상품을 구매하려면 어떻게 해야 하나요?,"쿠팡 앱과 홈페이지에서 원하시는 상품을 쉽고 간편하게 구매할 수 있습니다.
 ① 상품 상세페이지에서 원하는 옵션을 선택한 후 [장바구니 담기] 또는 [바로구매]를 선택해 주세요.
② 상품을 받을 배송지 정보와 결제수단을 선택하여 결제를 완료합니다.
 ※ 장바구니 기능을 활용하여 여러 가지 상품을 한꺼번에 결제할 수 있습니다.",ORDER,0
79,79,79,Q[장바구니] 장바구니에 담은 상품을 삭제할 수 있나요?,네 장바구니에 담긴 상품명 옆의 ‘X(삭제)’ 버튼을 선택하여 삭제할 수 있습니다.,ORDER,0
80,80,80,Q[주문확인] 상품 주문 상태에 대해 단계별로 알려주세요.,"쿠팡의 주문 상태 값은 아래와 같이 배송상품과 티켓상품으로 구분됩니다. 
 배송상품
① 결제완료 : 주문과 결제가 정상적으로 완료된 상태 
② 상품준비중 : 판매자가 상품을 확인하고 상품을 발송하기 위해 준비하는 상태 
③ 배송시작 : 상품의 포장이 완료되어 택배사로 인계된 상태 
④ 배송중 : 상품의 택배사 출발부터 고객에게 배송 중인 상태 
⑤ 배송완료 : 상품이 고객님께 배달 완료된 상태
 티켓상품 (여행 레저 문화)
① 미사용 : 구매 후 티켓을 아직 사용하지 않은 상태 
② 사용완료 : 티켓 사용이 완료된 상태 
③ 유효기간만료 : 티켓을 사용할 수 있는 기간이 만료되어 티켓을 사용할 수 없는 상태",ORDER,0
81,81,81,Q[주문] 주문하지 않은 상품을 받았는데 누가 주문한지 알 수 있나요?,배송출발 또는 배송완료 안내 문자를 받은 경우 문자에서 주문자의 이름을 확인할 수 있습니다. 단 해당 주문자가 누구인지 모르거나 안내 문자를 받지 못했다면 운송장에 기재된 주문번호(주문번호 확인 불가 시 운송장 번호)를 확인하여 쿠팡 고객센터(1577-7011)로 연락 주시기 바랍니다. 상품의 정상 배송 확인 및 주문자와 연락을 통해 주문자 확인을 도와드리겠습니다.,ORDER,0
82,82,82,Q[장바구니] 로켓배송 상품을 결제하려는데 XXXX원을 추가해야 주문이 가능하다고 합니다.,와우 멤버십 회원이 아닌 경우 로켓배송 구매 가능 조건인 19800원이 충족되어야 주문이 가능합니다. 구매 가능 조건 금액이 부족하다면 장바구니에 추가로 필요한 [로켓배송] 상품을 담아 조건 충족 후 한 번에 주문해 주시기 바랍니다.,ORDER,0
83,83,83,Q[나중결제] 나중결제 할부 서비스를 갑자기 이용할 수 없어요.,2022년 10월 1일부로 나중결제 할부 서비스가 중단되었습니다. 일시불은 계속 이용할 수 있습니다. 추후 더 좋은 서비스로 만나 뵐 수 있도록 노력하겠습니다.,ORDER,0
84,84,84,Q[사전예약] 품절된 사전예약 상품은 언제 재입고되나요?,품절된 사전예약 상품은 재입고 확인 및 재입고 알림신청이 불가한 점 양해 부탁드립니다.,ORDER,0
85,85,85,Q[사전예약] 로켓배송 사전예약은 무엇인가요?,"신상품 및 한정 수량 상품을 출시일 또는 도착예정일에 맞춰 사전에 예약하여 구매할 수 있는 서비스입니다. 해당 상품에는 [사전예약중]이라고 표기된 배지가 부착되어 있습니다. 
 유의사항
• 사전예약 상품은 다른 상품과 함께 구매할 수 없습니다. (사전예약 상품만 단독으로 구매 가능)
• 사전예약 상품은 PC에서는 수량 선택이 가능하나 모바일에서는 수량 선택 및 장바구니 기능이 제공되지 않습니다.
• 모바일 앱은 최신 버전으로 업데이트해야 사전예약 서비스를 정상적으로 이용할 수 있습니다.
• 기본적으로 와우 멤버십 가입 유무에 상관없이 사전예약 상품을 구매할 수 있으나 사전예약 상품이 19800원 미만인 경우에는 와우 멤버십 회원만 구매할 수 있습니다.",ORDER,0
86,86,86,Q[쿠페이] 쿠페이 머니 충전방법은 어떻게 변경하나요?,"쿠페이 머니 충전방법 변경은 등록계좌를 변경하거나 무통장입금 계좌를 발급받는 방식으로 변경할 수 있습니다. 그리고 아래의 마이쿠팡을 통해 고객님께서 직접 쉽고 빠르게 변경할 수 있습니다.
 등록계좌를 변경하는 방법
① 마이쿠팡에서 [쿠페이 홈]으로 이동
② 쿠페이 머니 [충전] 버튼 클릭
③ 충전방법 [변경하기] 버튼 클릭
④ 등록계좌 부분에서 ‘나의 은행계좌’ 또는 ‘다른 계좌추가’ 선택
⑤ 계좌정보 입력 후 [등록하기] 클릭하여 완료
 무통장입금(가상계좌)으로 변경하는 방법
① 마이쿠팡에서 [쿠페이 홈]으로 이동
② 쿠페이 머니 [충전] 버튼 클릭
③ 충전방법 [변경하기] 버튼 클릭
④ 무통장 입금 부분에서 ‘나의 무통장 입금계좌’ 또는 ‘다른 계좌추가’ 선택
⑤ 입금할 계좌의 [계좌복사] 클릭 후 사용하면 완료",ORDER,0
87,87,87,Q[생체인증] 쿠팡에서 생체인증 서비스를 이용할 수 있나요?,"네 쿠팡에서는 생체인증 서비스를 이용할 수 있으며 자세한 내용은 다음과 같습니다.
 생체인증 서비스란 고객님의 기기에 등록된 본인의 생체정보(지문/얼굴인식)를 이용하여 쿠페이(계좌이체/머니/카드) 결제 또는 쿠페이 머니 충전 시 비밀번호 입력 없이 간편하게 결제/충전하는 서비스입니다.
 쿠페이(계좌이체/머니/신용카드)수단 선택 후 결제하기 버튼을 터치하시는 경우 생체인증으로 즉시 결제가 이루어집니다. 생체인증이 지원되는 기기에서만 서비스가 제공되며 쿠팡의 자체 보안 기준에 따라 안전한 거래를 위해 기존과 같이 비밀번호를 요구하는 경우가 발생할 수 있습니다.
 아래의 메뉴로 이동하여 생체인증 설정을 직접 변경할 수 있습니다. 단 생체인증 기능 설정은 모바일 앱을 통해서만 할 수 있습니다. (PC 웹사이트에서는 설정 불가)
 생체인증 사용/해제 설정하기 (모바일 앱)
마이쿠팡 → 결제수단∙쿠페이 → 결제 비밀번호·보안 설정 → 생체인증 [ON/OFF] 변경",ORDER,0
88,88,88,Q[쿠팡캐시] 쿠팡캐시도 현금영수증이 발급되나요?,"현금성 쿠팡캐시는 현금영수증이 발급되지만 포인트성 쿠팡캐시는 현금영수증이 발급되지 않습니다.
 쿠팡캐시에는 현금성 쿠팡캐시와 포인트성 쿠팡캐시 두 가지 종류가 있으며 위와 같이 종류에 따라 현금영수증 발급 여부가 다릅니다. 현금영수증은 현금성 쿠팡캐시로 상품을 구매할 때에 발급됩니다.
 참고사항
• 현금성 쿠팡캐시 : 기프트카드 전환 미사용 티켓 환불 쿠페이 머니 전환 등
• 포인트성 쿠팡캐시 : 제휴 포인트 전환 이벤트 캐시백 고객 케어 캐시 등",ORDER,0
89,89,89,Q[할인쿠폰] 할인쿠폰 사용 후 주문을 취소했는데 쿠폰은 언제 복구되나요?,"할인쿠폰의 유효기간이 종료되기 전에 주문 취소가 완료되면 쿠폰 원상 복구(재발행)가 가능합니다. 단 유효기간이 종료된 할인쿠폰은 주문 취소가 완료되어도 원상 복구(재발행)가 되지 않습니다. 주문 취소를 신청한 후 취소가 완료되기까지 일정 시간이 소요되며 각 주문마다 소요시간은 다를 수 있습니다. 따라서 주문 취소가 완료되기까지 기다려 주시기 바랍니다.
 유의사항
• 쿠폰은 프로모션 기간 만료 후 주문 취소 시 원상 복구(재발행) 되지 않습니다.
• 쿠폰은 전체 주문 건에 적용되어 일부 상품 취소 시 귀책사유와 무관하게 원상 복구(재발행) 되지 않습니다. 
 할인쿠폰 확인하기
마이쿠팡 → MY혜택 → 할인쿠폰",ORDER,0
90,90,90,Q[나중결제] 나중결제 해지는 어떻게 하나요?,나중결제 서비스를 해지하시려면 쿠팡 고객센터(1577-7011)로 연락 주시기 바랍니다. 처리 완료까지는 평일 기준 약 1~2일 정도 소요됩니다.,ORDER,0
91,91,91,Q[로켓배송] 로켓배송/로켓프레시 상품이 일시 품절로 주문이 안돼요.,"모든 상품은 갑작스러운 주문량 증가 및 공급 이슈로 일시 품절될 수 있습니다. 해당 상품의 재입고 알림을 원하시면 상품 페이지 내 [재입고 알림신청] 버튼을 클릭해 주시기 바랍니다. 이후 상품의 재고가 확보되면 모바일 앱 알림을 받을 수 있습니다.
 참고사항
• 배송지가 변경되면 재고 상태가 달라질 수 있습니다. 
• 배송지가 로켓프레시 가능 지역인지 확인해 주세요. 서비스 지역이 아닌 경우 품절로 노출됩니다.",ORDER,0
92,92,92,Q[주문] 쿠팡 앱이나 홈페이지가 아닌 판매자가 직접 거래를 요청할 경우 어떻게 하나요?,쿠팡은 판매자 직접 거래를 허용하고 있지 않습니다. 판매자가 계좌이체(현금거래)를 통한 직거래를 유도하거나 확인되지 않은 개인 판매/결제 사이트로 안내하며 직거래를 유도할 경우 절대 응하지 마시고 즉시 사기 거래 신고센터(1670-9832)로 신고해 주시기 바랍니다.,ORDER,0
93,93,93,Q[찜하기] 찜한 상품은 어디에서 확인할 수 있나요?,"찜한 상품은 다음의 경로에서 확인할 수 있습니다.
 • 모바일 : 마이쿠팡 → 찜한상품 (하트 모양 아이콘)
• PC : 마이쿠팡 → 찜 리스트",ORDER,0
94,94,94,Q[쿠페이] 쿠페이 머니 충전/인출은 어떻게 해야 하나요?,"쿠페이 머니는 현금을 쿠페이에 미리 충전(이체)하여 사용하는 선불 전자 지급수단입니다. 쿠페이 머니 보유 잔액 한도는 본인 명의의 계좌를 연결하면 200만원 연결 계좌가 없으면 50만원으로 제한됩니다. 
 쿠페이 머니 충전/인출 방법
① 마이쿠팡에서 [쿠페이 홈]으로 이동
② 쿠페이 머니 [충전] 또는 [인출] 버튼 클릭
③ 원하는 [충전금액] 또는 [인출금액] 입력
④ 필요시 추가 정보 입력 후 [충전하기] 또는 [인출하기] 클릭하여 완료 
 이미지로 확인하기 (클릭)
 쿠페이 머니 충전/인출 종류
• 즉시 충전 : 쿠페이에 계좌 등록 후 이체를 통해 바로 충전
• 무통장 입금 : 가상의 전용 계좌를 발급받아 직접 입금하여 충전
• 보유 계좌로 인출 : 쿠페이에 등록된 본인 계좌로 인출 (즉시 인출 가능)
• 다른 계좌로 인출 : 쿠페이에 등록되지 않은 본인 명의의 다른 계좌로 인출 (입금 완료까지 평일 기준 1~3일 소요)",ORDER,0
95,95,95,Q[결제] 토스카드/카카오페이 카드는 어떻게 결제하나요?,"신용/체크카드에서 ‘BC카드’를 선택한 후 [결제하기]를 클릭하면 카드 정보를 입력하여 결제할 수 있습니다.
 단 토스유스카드는 일반 결제 시 ‘KB국민카드’로 선택하여 결제할 수 있습니다.",ORDER,0
96,96,96,Q[로켓직구] 로켓직구 상품에 소비/유통/사용기한 정보가 없습니다.,미국 내수용 상품은 ‘소비/유통/사용기한’과 ‘제조일자’를 '상품필수표기정보'에 공시할 의무가 없어 이를 표기하지 않은 상품들도 있습니다. 해당 정보가 표기되지 않은 상품은 제조사로 문의하셔야 확인할 수 있습니다.,ORDER,0
97,97,97,Q[쿠페이 신용카드] 쿠페이에 등록한 카드를 재발급 받으면 다시 등록해야 하나요?,"네 카드를 재발급 받으면 카드번호가 변경되기에 다시 등록해야 합니다. [쿠페이 홈 → 결제수단 관리]로 가셔서 기존에 등록된 카드는 삭제해 주시고 재발급 받은 새 카드를 등록해 주시기 바랍니다. 
 쿠페이 홈 바로가기 (클릭)",ORDER,0
98,98,98,Q[쿠페이 계좌이체] 계좌 등록이 안 돼요.,등록하는 계좌의 명의자와 휴대폰의 명의자가 동일해야 쿠페이에 계좌 등록이 가능합니다. 쿠페이에 계좌가 등록되지 않는다면 계좌와 휴대폰의 명의자를 확인해 주시기 바랍니다.,ORDER,0
99,99,99,Q[원터치결제] 원터치 결제 사용 및 해제는 어떻게 하나요?,"아래의 메뉴로 이동하여 원터치 결제의 사용/해제 설정을 직접 변경할 수 있습니다. 단 원터치 결제 기능 설정은 모바일 앱을 통해서만 할 수 있습니다. (PC 웹사이트에서는 설정 불가)
 원터치 결제 사용/해제 설정하기 (모바일 앱) 
마이쿠팡 → 결제수단·쿠페이 → 결제 비밀번호·보안 설정 → 원터치결제 사용 [ON/OFF] 변경",ORDER,0
